Test Number	Result Number	CAS Number 	 Chemical Name	Chemical Grade	Chemical Analysis	Test Method	 Chemical Purity Mean Op 	 Chemical Purity Mean(%) 	 Chemical Purity Min Op 	 Chemical Purity Min(%) 	 Chemical Purity Max Op 	 Chemical Purity Max(%)	Species Scientific Name 	 Species Common Name	Species Kingdom 	 Species Phylum 	 Species Sub Phylum 	 Species Superclass 	 Species Class 	 Species Order 	 Species Family 	 Species Genus 	 Species 	 Variety	Species Group	Organism Lifestage	 Organism Age Mean Op 	 Organism Age Mean 	 Organism Age Min Op 	 Organism Age Min 	 Organism Age Max Op 	 Organism Age Max 	 Age Units	Organism Source	 Organism Initial Weight Mean Op 	 Organism Initial Weight Mean 	 Organism Initial Weight Min Op 	 Organism Initial Weight Min 	 Organism Initial Weight Max Op 	 Organism Initial Weight Max 	 Organism Initial Weight Units	Gender	Organism Comment	Exposure Type	Media Type 	 Test Location	Number of Doses	Conc 1 Type (Author) 	 Conc 1 Mean Op (Author) 	 Conc 1 Mean (Author) 	 Conc 1 Min Op (Author) 	 Conc Min 1 (Author) 	 Conc 1 Max Op (Author) 	 Conc 1 Max (Author) 	 Conc 1 Units (Author) 	 Conc 2 Type (Author) 	 Conc 2 Mean Op (Author) 	 Conc 2 Mean (Author) 	 Conc 2 Min Op (Author) 	 Conc Min 2 (Author) 	 Conc 2 Max Op (Author) 	 Conc 2 Max (Author) 	 Conc 2 Units (Author) 	 Conc 3 Type (Author) 	 Conc 3 Mean Op (Author) 	 Conc 3 Mean (Author) 	 Conc 3 Min Op (Author) 	 Conc Min 3 (Author) 	 Conc 3 Max Op (Author) 	 Conc 3 Max (Author) 	 Conc 3 Units (Author)	Conc 1 Type (Standardized) 	 Conc 1 Mean Op (Standardized) 	 Conc 1 Mean (Standardized) 	 Conc 1 Min Op (Standardized) 	 Conc Min 1 (Standardized) 	 Conc 1 Max Op (Standardized) 	 Conc 1 Max (Standardized) 	 Conc 1 Units (Standardized) 	 Conc 2 Type (Standardized) 	 Conc 2 Mean Op (Standardized) 	 Conc 2 Mean (Standardized) 	 Conc 2 Min Op (Standardized) 	 Conc Min 2 (Standardized) 	 Conc 2 Max Op (Standardized) 	 Conc 2 Max (Standardized) 	 Conc 2 Units (Standardized) 	 Conc 3 Type (Standardized) 	 Conc 3 Mean Op (Standardized) 	 Conc 3 Mean (Standardized) 	 Conc 3 Min Op (Standardized) 	 Conc Min 3 (Standardized) 	 Conc 3 Max Op (Standardized) 	 Conc 3 Max (Standardized) 	 Conc 3 Units (Standardized)	Effect 	 Effect Measurement	EE Comment	Endpoint 	 BCF 1 Value Op 	 BCF 1 Value 	 BCF 1 Min Op 	 BCF 1 Min 	 BCF 1 Max Op 	 BCF 1 Max 	 BCF 1 Unit 	 BCF 2 Value Op 	 BCF 2 Value 	 BCF 2 Min Op 	 BCF 2 Min 	 BCF 2 Max Op 	 BCF 2 Max 	 BCF 2 Unit 	 BCF 3 Value Op 	 BCF 3 Value 	 BCF 3 Min Op 	 BCF 3 Min 	 BCF 3 Max Op 	 BCF 3 Max 	 BCF 3 Unit	Response Site	 Effect Percent Mean Op 	 Effect Percent Mean 	 Effect Percent Min Op 	 Effect Percent Min 	 Effect Percent Max Op 	 Effect Percent Max	Ionic Fraction 1 	 Ionic Fraction 2 	 Ionic Fraction 3	Statistical Significance 	 Significance Level Mean Op 	 Significance Level Mean 	 Significance Level Min Op 	 Significance Level Min 	 Significance Level Max Op 	 Significance Level Max	Endpoint Assignment	 Observed Duration Mean Op (Days) 	 Observed Duration Mean (Days) 	 Observed Duration Min Op (Days) 	 Observed Duration Min (Days) 	 Observed Duration Max Op (Days) 	 Observed Duration Max (Days) 	 Observed Duration Units (Days)	 Observed Duration Mean Op (Author) 	 Observed Duration Mean (Author) 	 Observed Duration Min Op (Author) 	 Observed Duration Min (Author) 	 Observed Duration Max Op (Author) 	 Observed Duration Max (Author) 	 Observed Duration Units (Author)	Chemical Formulation	Chemical Radiolabel	Chemical Comment	Chemical Carrier	Species NCBI TaxID	Species ECOTOX Number	Habitat	 Study Duration Mean Op (Author) 	 Study Duration Mean (Author) 	 Study Duration Min Op (Author) 	 Study Duration Min (Author) 	 Study Duration Max Op (Author) 	 Study Duration Max (Author) 	 Study Duration Unit (Author)	 Study Duration Mean Op (Days) 	 Study Duration Mean (Days) 	 Study Duration Min Op (Days) 	 Study Duration Min (Days) 	 Study Duration Max Op (Days) 	 Study Duration Max (Days) 	 Study Duration Unit (Days)	 Application Frequency Mean Op 	 Application Frequency Mean 	 Application Frequency Min Op 	 Application Frequency Min 	 Application Frequency Max Op 	 Application Frequency Max 	 Application Frequency Unit	 Exposure Duration Mean Op (Author) 	 Exposure Duration Mean (Author) 	 Exposure Duration Min Op (Author) 	 Exposure Duration Min (Author) 	 Exposure Duration Max Op (Author) 	 Exposure Duration Max (Author) 	 Exposure Duration Units (Author)	 Exposure Duration Mean Op (Days) 	 Exposure Duration Mean (Days) 	 Exposure Duration Min Op (Days) 	 Exposure Duration Min (Days) 	 Exposure Duration Max Op (Days) 	 Exposure Duration Max (Days) 	 Exposure Duration Units (Days)	Control	Study Type	Test Type	Exposure Sample Number	Doses	Experimental Design	Sub-Habitat 	 Sub-Habitat Description	Sub-Habitat Comment	Geographic Term 	 Geographic Term Description	Geographic Location	Latitude 	 Longitude	Substrate Term (field only)	Substrate Comment (field only)	Application Type	Application Date	 Application Season 	 Application Season Description	Half-Life Mean Op 	 Half-Life Mean 	 Half-Life Min Op 	 Half-Life Min 	 Half-Life Max Op 	 Half-Life Max 	 Half-Life Unit	Application Rate 	 Application Rate Units	 Water Depth Mean Op 	 Water Depth Mean 	 Water Depth Min Op 	 Water Depth Min 	 Water Depth Max Op 	 Water Depth Max 	 Water Depth Units	Result Sample Number Mean Op 	 Result Sample Number Mean 	 Result Sample Number Min Op 	 Result Sample Number Min 	 Result Sample Number Max Op 	 Result Sample Number Max 	 Result Sample Unit	Trend 	 Species Final Weight Mean Op 	 Species Final Weight Mean 	 Species Final Weight Min Op 	 Species Final Weight Min 	 Species Final Weight Max Op 	 Species Final Weight Max 	 Species Final Weight Units	 Intake Rate Mean Op 	 Intake Rate Mean 	 Intake Rate Min Op 	 Intake Rate Min 	 Intake Rate Max Op 	 Intake Rate Max 	 Intake Rate Units	 Result Percent Lipid Mean Op 	 Result Percent Lipid Mean 	 Result Percent Lipid Min Op 	 Result Percent Lipid Min 	 Result Percent Lipid Max Op 	 Result Percent Lipid Max	 Dry/Wet 	 Result Percent Dry/Wet Weight Mean Op 	 Result Percent Dry/Wet Weight Mean 	 Result Percent Dry/Wet Weight Min Op 	 Result Percent Dry/Wet Weight Min 	 Result Percent Dry/Wet Weight Max Op 	 Result Percent Dry/Wet Weight Max	Steady State	Other Effects	Result Comment	 Temperature Mean Op 	 Temperature Mean 	 Temperature Min Op 	 Temperature Min 	 Temperature Max Op 	 Temperature Max 	 Temperature Units	 Hardness Mean Op 	 Hardness Mean 	 Hardness Min Op 	 Hardness Min 	 Hardness Max Op 	 Hardness Max 	 Hardness Units	 Alkalinity Mean Op 	 Alkalinity Mean 	 Alkalinity Min Op 	 Alkalinity Min 	 Alkalinity Max Op 	 Alkalinity Max 	 Alkalinity Units	 Dissolved Oxygen Mean Op 	 Dissolved Oxygen Mean 	 Dissolved Oxygen Min Op 	 Dissolved Oxygen Min 	 Dissolved Oxygen Max Op 	 Dissolved Oxygen Max 	 Dissolved Oxygen Units	 pH Mean Op 	 pH Mean 	 pH Min Op 	 pH Min 	 pH Max Op 	 pH Max	 Salinity Mean Op 	 Salinity Mean 	 Salinity Min Op 	 Salinity Min 	 Salinity Max Op 	 Salinity Max 	 Salinity Units	 Conductivity Mean Op 	 Conductivity Mean 	 Conductivity Min Op 	 Conductivity Min 	 Conductivity Max Op 	 Conductivity Max 	 Conductivity Units	Organic Carbon Type 	 Organic Carbon Mean Op 	 Organic Carbon Mean 	 Organic Carbon Min Op 	 Organic Carbon Min 	 Organic Carbon Max Op 	 Organic Carbon Max 	 Organic Carbon Units	 Humic Acid Mean Op 	 Humic Acid Mean 	 Humic Acid Min Op 	 Humic Acid Min 	 Humic Acid Max Op 	 Humic Acid Max 	 Humic Acid Units	 Sodium Mean Op 	 Sodium Mean 	 Sodium Min Op 	 Sodium Min 	 Sodium Max Op 	 Sodium Max 	 Sodium Units	 Chlorine Mean Op 	 Chlorine Mean 	 Chlorine Min Op 	 Chlorine Min 	 Chlorine Max Op 	 Chlorine Max 	 Chlorine Units	 Dissolved Inorganic Carbon Mean Op 	 Dissolved Inorganic Carbon Mean 	 Dissolved Inorganic Carbon Min Op 	 Dissolved Inorganic Carbon Min 	 Dissolved Inorganic Carbon Max Op 	 Dissolved Inorganic Carbon Max 	 Dissolved Inorganic Carbon Units	 Calcium Mean Op 	 Calcium Mean 	 Calcium Min Op 	 Calcium Min 	 Calcium Max Op 	 Calcium Max 	 Calcium Units	 Potassium Mean Op 	 Potassium Mean 	 Potassium Min Op 	 Potassium Min 	 Potassium Max Op 	 Potassium Max 	 Potassium Units	 Magnesium Mean Op 	 Magnesium Mean 	 Magnesium Min Op 	 Magnesium Min 	 Magnesium Max Op 	 Magnesium Max 	 Magnesium Units	 Sulfate Mean Op 	 Sulfate Mean 	 Sulfate Min Op 	 Sulfate Min 	 Sulfate Max Op 	 Sulfate Max 	 Sulfate Units	 Sulfur Mean Op 	 Sulfur Mean 	 Sulfur Min Op 	 Sulfur Min 	 Sulfur Max Op 	 Sulfur Max 	 Sulfur Units	General Comments	Author 	 Reference Number 	 Title 	 Source 	 Publication Year
1296185	751480	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not coded		98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	10000 CELLS PER ML	Static	Fresh water	Lab	07-Jun	Active ingredient	<	500		NR		NR	ug/L																	Active ingredient	<	0.5		NR		NR	AI mg/L																	Population	Biomass	"MSMT/STATS TO C CONTROL, STIMULATION AT LOWEST CONC//"	NOEC		NR		NR		NR	--															Not reported		NR		NR		NR	NR			No significance	<=	0.05		NR		NR	Author		3		NR		NR	Day(s)		72		NR		NR	Hour(s)	Pure	NR	SULFAMETHOXAZOLE			486	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Multiple types of controls were reported by the author	Not Coded	Not coded																																			NC		NC		NC	Not coded	Decreasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		" DNUM/6-7//DOSES/500 TO 5000 ug/L//TESTID/10//OEF/MIXTURE//CONTR/C,P////"		23					C							NR							NR							NR				7.72		8.65							NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	"   DNUM/6-7//DOSES/500 TO 5000 ug/L//TESTID/10//OEF/MIXTURE//CONTR/C,P////"	"Yang,L.H., G.G. Ying, H.C. Su, J.L. Stauber, M.S. Adams, and M.T. Binet"	108389	Growth-Inhibiting Effects of 12 Antibacterial Agents and Their Mixtures on the Freshwater Microalga Pseudokirchneriella subcapitata	Environ. Toxicol. Chem.27(5): 1201-1208	2008
2084925	2155376	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		2.5		NR		NR	mg/L																	Active ingredient		2.5		NR		NR	AI mg/L																	Enzyme(s)	Bisphosphate carboxylase/oxygenase (Rubisco)	MSMT/ACTIVITY//	NOEC							--															Not reported		NR		NR		NR	NR			Not significant at all concentrations		0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155375	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		2.5		NR		NR	mg/L																	Active ingredient		2.5		NR		NR	AI mg/L																	Enzyme(s)	Bisphosphate carboxylase/oxygenase (Rubisco)	MSMT/CONTENT//	NOEC							--															Not reported		NR		NR		NR	NR			Not significant at all concentrations		0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155362	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		0.5		NR		NR	mg/L																	Active ingredient		0.5		NR		NR	AI mg/L																	Physiology	Photosystem II (PSII) electron transport activity		NOEC							--															Not reported		NR		NR		NR	NR			No significance	<	0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155372	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		1		NR		NR	mg/L																	Active ingredient		1		NR		NR	AI mg/L																	Physiology	Photosystem II (PSII) electron transport activity	MSMT/UNCOUPLED HILL REACTION ACTIVITY//	NOEC							--															Not reported		NR		NR		NR	NR			No significance		0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155366	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		2.5		NR		NR	mg/L																	Active ingredient		2.5		NR		NR	AI mg/L																	Enzyme(s)	Magnesium adenosine triphosphatase		NOEC							--															Not reported		NR		NR		NR	NR			Not significant at all concentrations	<	0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155368	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		1.5		NR		NR	mg/L																	Active ingredient		1.5		NR		NR	AI mg/L																	Physiology	Photosystem II (PSII) electron transport activity	MSMT/BASAL HILL REACTION ACTIVITY//	NOEC							--															Not reported		NR		NR		NR	NR			No significance		0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155364	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		1.5		NR		NR	mg/L																	Active ingredient		1.5		NR		NR	AI mg/L																	Physiology	Photosystem I (PSI) Electron Transport Activity		NOEC							--															Not reported		NR		NR		NR	NR			No significance	<	0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2084925	2155371	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Not reported	>	98		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Exponential growth phase (log)		NR		NR		NR	Not reported	Laboratory		NR		NR		NR	NR	Not reported	NR	Aquatic - not reported	Fresh water	Lab	6	Active ingredient		1.5		NR		NR	mg/L																	Active ingredient		1.5		NR		NR	AI mg/L																	Physiology	Photosystem II (PSII) electron transport activity	MSMT/COUPLED HILL REACTION ACTIVITY//	NOEC							--															Not reported		NR		NR		NR	NR			No significance		0.05		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		96		NR		NR	Hour(s)		4		NR		NR	Day(s)		NR		NR		NR	Not reported		96		NR		NR	Hour(s)		4		NR		NR	Day(s)	Concurrent control	Not reported	Not reported	NR	0 mg/L / 0.5 mg/L / 1.0 mg/L / 1.5 mg/L / 2.0 mg/L / 2.5 mg/L	3 REPLICATES																																NR		NR		NR	Not reported	Decreasing		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		 				20		25	C							NR							NR							NR		5.8*											NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	   	"Liu,B.Y., X.P. Nie, W.Q. Liu, P. Snoeijs, C. Guan, and M.T.K. Tsui"	155465	"Toxic Effects of Erythromycin, Ciprofloxacin and Sulfamethoxazole on Photosynthetic Apparatus in Selenastrum capricornutum"	Ecotoxicol. Environ. Saf.74(4): 1027-1035	2011
2006600	2011355	723466	4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide	Not reported	Unmeasured	Organization for Economic Cooperation and Development		NR		NR		NR	Pseudokirchneriella subcapitata	Green Algae	Plantae	Chlorophyta			Chlorophyceae	Chlorococcales	Scenedesmaceae	Pseudokirchneriella	subcapitata		Algae; Standard Test Species	Not reported		NR		NR		NR	Not reported	Not reported		NR		NR		NR	NR	Not reported	STRAIN ATCC22662	Static	Fresh water	Lab	06-Apr	Formulation		0.614		NR		NR	mg/L																	Formulation		0.614		NR		NR	AI mg/L																	Population	Population growth rate	MSMT/STATS TO C CONTROL//	NOEC							--															Not reported		NR		NR		NR	NR			No significance		NR		NR		NR	Author		3		NR		NR	Day(s)		72		NR		NR	Hour(s)	Not reported	NR	Sulfamethoxazole			486	Water		72		NR		NR	Hour(s)		3		NR		NR	Day(s)		1		NR		NR	Dosed x time(s) per study period		72		NR		NR	Hour(s)		3		NR		NR	Day(s)	Multiple types of controls were reported by the author	Not reported	Not reported			3 REPLICATES																																NR		NR		NR	Not reported	No effect		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR		NR		NR		NR	NR	"FATE, MIXTURE"	 		25					C							NR							NR							NR													NR							NR	Not reported							NR							NR							NR							NR							NR							NR							NR							NR							NR							NR	"CONTR/C,P//   "	"Eguchi,K., H. Nagase, M. Ozawa, Y.S. Endoh, K. Goto, K. Hirata, K. Miyamoto, and H. Yoshimura"	76739	Evaluation of Antimicrobial Agents for Veterinary Use in the Ecotoxicity Test Using Microalgae	Chemosphere57(11): 1733-1738	2004
